aro_accession	gene_name	card_short_name	gene_family	resistance_mechanism	drug_class_raw	canonical_class
ARO:3007421	Klebsiella pneumoniae PBP3 mutants conferring resistance to ceftazidime-avibactam	Kpne_PBP3_BLA	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	antibiotic target alteration	penicillin beta-lactam	penicillin antibiotic
ARO:3003380	Klebsiella pneumoniae ramR mutants	Kpne_ramR	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	cephalosporin	cephalosporin
ARO:3003380	Klebsiella pneumoniae ramR mutants	Kpne_ramR	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	disinfecting agents and antiseptics	disinfecting agents and antiseptics
ARO:3003380	Klebsiella pneumoniae ramR mutants	Kpne_ramR	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3003380	Klebsiella pneumoniae ramR mutants	Kpne_ramR	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	glycylcycline	glycylcycline
ARO:3003380	Klebsiella pneumoniae ramR mutants	Kpne_ramR	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	penicillin beta-lactam	penicillin antibiotic
ARO:3003380	Klebsiella pneumoniae ramR mutants	Kpne_ramR	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	phenicol antibiotic	phenicol antibiotic
ARO:3003380	Klebsiella pneumoniae ramR mutants	Kpne_ramR	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	rifamycin antibiotic	rifamycin antibiotic
ARO:3003380	Klebsiella pneumoniae ramR mutants	Kpne_ramR	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	tetracycline antibiotic	tetracycline antibiotic
ARO:3006927	KLUC-1	KLUC-1	KLUC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3006928	KLUC-2	KLUC-2	KLUC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3006929	KLUC-3	KLUC-3	KLUC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3006930	KLUC-4	KLUC-4	KLUC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3006931	KLUC-5	KLUC-5	KLUC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008229	KLUC-6	KLUC-6	KLUC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008230	KLUG-1	KLUG-1	CTX-M beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3002320	KPC-10	KPC-10	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002320	KPC-10	KPC-10	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3002320	KPC-10	KPC-10	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3002320	KPC-10	KPC-10	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007446	KPC-100	KPC-100	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007446	KPC-100	KPC-100	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007446	KPC-100	KPC-100	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3007446	KPC-100	KPC-100	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008231	KPC-101	KPC-101	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008231	KPC-101	KPC-101	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008231	KPC-101	KPC-101	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008231	KPC-101	KPC-101	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008232	KPC-102	KPC-102	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008232	KPC-102	KPC-102	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008232	KPC-102	KPC-102	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008232	KPC-102	KPC-102	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008233	KPC-103	KPC-103	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008233	KPC-103	KPC-103	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008233	KPC-103	KPC-103	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008233	KPC-103	KPC-103	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008234	KPC-104	KPC-104	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008234	KPC-104	KPC-104	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008234	KPC-104	KPC-104	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008234	KPC-104	KPC-104	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008235	KPC-105	KPC-105	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008235	KPC-105	KPC-105	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008235	KPC-105	KPC-105	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008235	KPC-105	KPC-105	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008236	KPC-106	KPC-106	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008236	KPC-106	KPC-106	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008236	KPC-106	KPC-106	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008236	KPC-106	KPC-106	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008237	KPC-107	KPC-107	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008237	KPC-107	KPC-107	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008237	KPC-107	KPC-107	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008237	KPC-107	KPC-107	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008238	KPC-108	KPC-108	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008238	KPC-108	KPC-108	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008238	KPC-108	KPC-108	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008238	KPC-108	KPC-108	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008239	KPC-109	KPC-109	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008239	KPC-109	KPC-109	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008239	KPC-109	KPC-109	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008239	KPC-109	KPC-109	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3002321	KPC-11	KPC-11	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002321	KPC-11	KPC-11	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3002321	KPC-11	KPC-11	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3002321	KPC-11	KPC-11	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008240	KPC-110	KPC-110	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008240	KPC-110	KPC-110	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008240	KPC-110	KPC-110	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008240	KPC-110	KPC-110	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008241	KPC-111	KPC-111	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008241	KPC-111	KPC-111	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008241	KPC-111	KPC-111	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008241	KPC-111	KPC-111	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008242	KPC-112	KPC-112	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008242	KPC-112	KPC-112	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008242	KPC-112	KPC-112	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008242	KPC-112	KPC-112	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008243	KPC-113	KPC-113	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008243	KPC-113	KPC-113	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008243	KPC-113	KPC-113	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008243	KPC-113	KPC-113	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008244	KPC-114	KPC-114	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008244	KPC-114	KPC-114	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008244	KPC-114	KPC-114	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008244	KPC-114	KPC-114	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008245	KPC-115	KPC-115	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008245	KPC-115	KPC-115	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008245	KPC-115	KPC-115	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008245	KPC-115	KPC-115	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008246	KPC-116	KPC-116	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008246	KPC-116	KPC-116	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008246	KPC-116	KPC-116	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008246	KPC-116	KPC-116	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008247	KPC-117	KPC-117	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008247	KPC-117	KPC-117	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008247	KPC-117	KPC-117	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008247	KPC-117	KPC-117	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008248	KPC-118	KPC-118	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008248	KPC-118	KPC-118	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008248	KPC-118	KPC-118	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008248	KPC-118	KPC-118	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008249	KPC-119	KPC-119	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008249	KPC-119	KPC-119	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008249	KPC-119	KPC-119	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008249	KPC-119	KPC-119	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3002322	KPC-12	KPC-12	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002322	KPC-12	KPC-12	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3002322	KPC-12	KPC-12	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3002322	KPC-12	KPC-12	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008250	KPC-120	KPC-120	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008250	KPC-120	KPC-120	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008250	KPC-120	KPC-120	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008250	KPC-120	KPC-120	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008251	KPC-121	KPC-121	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008251	KPC-121	KPC-121	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008251	KPC-121	KPC-121	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008251	KPC-121	KPC-121	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008252	KPC-122	KPC-122	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008252	KPC-122	KPC-122	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008252	KPC-122	KPC-122	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008252	KPC-122	KPC-122	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007196	KPC-123	KPC-123	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007196	KPC-123	KPC-123	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007196	KPC-123	KPC-123	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3007196	KPC-123	KPC-123	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008253	KPC-124	KPC-124	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008253	KPC-124	KPC-124	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008253	KPC-124	KPC-124	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008253	KPC-124	KPC-124	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007633	KPC-125	KPC-125	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007633	KPC-125	KPC-125	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007633	KPC-125	KPC-125	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3007633	KPC-125	KPC-125	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008254	KPC-126	KPC-126	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008254	KPC-126	KPC-126	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008254	KPC-126	KPC-126	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008254	KPC-126	KPC-126	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008255	KPC-127	KPC-127	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008255	KPC-127	KPC-127	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008255	KPC-127	KPC-127	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008255	KPC-127	KPC-127	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008256	KPC-128	KPC-128	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008256	KPC-128	KPC-128	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008256	KPC-128	KPC-128	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008256	KPC-128	KPC-128	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008257	KPC-129	KPC-129	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008257	KPC-129	KPC-129	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008257	KPC-129	KPC-129	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008257	KPC-129	KPC-129	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3002323	KPC-13	KPC-13	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002323	KPC-13	KPC-13	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3002323	KPC-13	KPC-13	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3002323	KPC-13	KPC-13	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008258	KPC-130	KPC-130	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008258	KPC-130	KPC-130	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008258	KPC-130	KPC-130	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008258	KPC-130	KPC-130	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008259	KPC-131	KPC-131	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008259	KPC-131	KPC-131	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008259	KPC-131	KPC-131	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008259	KPC-131	KPC-131	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008260	KPC-132	KPC-132	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008260	KPC-132	KPC-132	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008260	KPC-132	KPC-132	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008260	KPC-132	KPC-132	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008261	KPC-133	KPC-133	KPC beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008261	KPC-133	KPC-133	KPC beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008261	KPC-133	KPC-133	KPC beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3008261	KPC-133	KPC-133	KPC beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007857	KPC-134	KPC-134	ACT beta-lactamase;CMY beta-lactamase;CTX-M beta-lactamase;IMP beta-lactamase;KPC beta-lactamase;MOX beta-lactamase;OXA beta-lactamase;OXA-1-like beta-lactamase;SHV beta-lactamase;TEM beta-lactamase;class A Mycobacterium abscessus beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007857	KPC-134	KPC-134	ACT beta-lactamase;CMY beta-lactamase;CTX-M beta-lactamase;IMP beta-lactamase;KPC beta-lactamase;MOX beta-lactamase;OXA beta-lactamase;OXA-1-like beta-lactamase;SHV beta-lactamase;TEM beta-lactamase;class A Mycobacterium abscessus beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
