aro_accession	gene_name	card_short_name	gene_family	resistance_mechanism	drug_class_raw	canonical_class
ARO:3005477	IMP-71	IMP-71	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005477	IMP-71	IMP-71	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005477	IMP-71	IMP-71	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005478	IMP-73	IMP-73	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005478	IMP-73	IMP-73	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005478	IMP-73	IMP-73	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005479	IMP-74	IMP-74	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005479	IMP-74	IMP-74	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005479	IMP-74	IMP-74	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005480	IMP-75	IMP-75	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005480	IMP-75	IMP-75	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005480	IMP-75	IMP-75	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005481	IMP-76	IMP-76	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005481	IMP-76	IMP-76	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005481	IMP-76	IMP-76	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005482	IMP-77	IMP-77	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005482	IMP-77	IMP-77	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005482	IMP-77	IMP-77	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005483	IMP-78	IMP-78	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005483	IMP-78	IMP-78	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005483	IMP-78	IMP-78	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005484	IMP-79	IMP-79	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005484	IMP-79	IMP-79	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005484	IMP-79	IMP-79	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3002199	IMP-8	IMP-8	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002199	IMP-8	IMP-8	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3002199	IMP-8	IMP-8	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005485	IMP-80	IMP-80	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005485	IMP-80	IMP-80	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005485	IMP-80	IMP-80	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005486	IMP-81	IMP-81	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005486	IMP-81	IMP-81	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005486	IMP-81	IMP-81	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005487	IMP-82	IMP-82	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005487	IMP-82	IMP-82	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005487	IMP-82	IMP-82	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005488	IMP-83	IMP-83	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005488	IMP-83	IMP-83	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005488	IMP-83	IMP-83	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005489	IMP-84	IMP-84	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005489	IMP-84	IMP-84	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005489	IMP-84	IMP-84	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005490	IMP-85	IMP-85	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005490	IMP-85	IMP-85	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005490	IMP-85	IMP-85	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008220	IMP-86	IMP-86	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008220	IMP-86	IMP-86	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008220	IMP-86	IMP-86	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008221	IMP-87	IMP-87	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008221	IMP-87	IMP-87	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008221	IMP-87	IMP-87	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005491	IMP-88	IMP-88	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005491	IMP-88	IMP-88	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005491	IMP-88	IMP-88	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005492	IMP-89	IMP-89	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005492	IMP-89	IMP-89	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005492	IMP-89	IMP-89	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3002200	IMP-9	IMP-9	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002200	IMP-9	IMP-9	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3002200	IMP-9	IMP-9	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008222	IMP-90	IMP-90	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008222	IMP-90	IMP-90	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008222	IMP-90	IMP-90	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007460	IMP-91	IMP-91	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007460	IMP-91	IMP-91	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007460	IMP-91	IMP-91	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007462	IMP-92	IMP-92	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007462	IMP-92	IMP-92	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007462	IMP-92	IMP-92	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007463	IMP-93	IMP-93	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007463	IMP-93	IMP-93	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007463	IMP-93	IMP-93	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007464	IMP-94	IMP-94	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007464	IMP-94	IMP-94	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007464	IMP-94	IMP-94	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007465	IMP-95	IMP-95	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007465	IMP-95	IMP-95	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007465	IMP-95	IMP-95	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007461	IMP-96	IMP-96	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007461	IMP-96	IMP-96	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007461	IMP-96	IMP-96	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008223	IMP-97	IMP-97	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008223	IMP-97	IMP-97	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008223	IMP-97	IMP-97	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008224	IMP-98	IMP-98	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008224	IMP-98	IMP-98	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008224	IMP-98	IMP-98	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008225	IMP-99	IMP-99	IMP beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008225	IMP-99	IMP-99	IMP beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008225	IMP-99	IMP-99	IMP beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3002256	IND-1	IND-1	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002266	IND-10	IND-10	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002267	IND-11	IND-11	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002268	IND-12	IND-12	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002269	IND-14	IND-14	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002270	IND-15	IND-15	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005493	IND-16	IND-16	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007470	IND-17	IND-17	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008226	IND-18	IND-18	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008227	IND-19	IND-19	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002257	IND-2	IND-2	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002258	IND-2a	IND-2a	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002259	IND-3	IND-3	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002260	IND-4	IND-4	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002261	IND-5	IND-5	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002262	IND-6	IND-6	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002263	IND-7	IND-7	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002264	IND-8	IND-8	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3002265	IND-9	IND-9	IND beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007678	IreK	IreK	Serine/threonine kinases	reduced permeability to antibiotic	cephalosporin	cephalosporin
ARO:3002884	iri	iri	rifampin monooxygenase	antibiotic inactivation	rifamycin antibiotic	rifamycin antibiotic
ARO:3000840	JOHN-1	JOHN-1	JOHN beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3000840	JOHN-1	JOHN-1	JOHN beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000840	JOHN-1	JOHN-1	JOHN beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3004102	kamB	kamB	16S rRNA methyltransferase (A1408)	antibiotic target alteration	aminoglycoside antibiotic	aminoglycoside antibiotic
ARO:3007206	KBL-1	KBL-1	KBL beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3004047	kdpD	kdpD	kdpDE	antibiotic efflux	aminoglycoside antibiotic	aminoglycoside antibiotic
ARO:3003841	kdpE	kdpE	kdpDE	antibiotic efflux	aminoglycoside antibiotic	aminoglycoside antibiotic
ARO:3000847	KHM-1	KHM-1	KHM beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3000847	KHM-1	KHM-1	KHM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000847	KHM-1	KHM-1	KHM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3008228	KHM-2	KHM-2	KHM beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3008228	KHM-2	KHM-2	KHM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3008228	KHM-2	KHM-2	KHM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3003385	Klebsiella aerogenes Omp36	Kaer_Omp36	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic	carbapenem	carbapenem
ARO:3003385	Klebsiella aerogenes Omp36	Kaer_Omp36	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic	cephalosporin	cephalosporin
ARO:3003385	Klebsiella aerogenes Omp36	Kaer_Omp36	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic	monobactam	monobactam
ARO:3003385	Klebsiella aerogenes Omp36	Kaer_Omp36	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic	penicillin beta-lactam	penicillin antibiotic
ARO:3003585	Klebsiella mutant PhoP conferring antibiotic resistance to colistin	Kleb_PhoP_CST	ATP-binding cassette (ABC) antibiotic efflux pump;pmr phosphoethanolamine transferase;transmembrane protein conferring colistin resistance	antibiotic efflux;antibiotic target alteration;resistance by absence	macrolide antibiotic	macrolide antibiotic
ARO:3003585	Klebsiella mutant PhoP conferring antibiotic resistance to colistin	Kleb_PhoP_CST	ATP-binding cassette (ABC) antibiotic efflux pump;pmr phosphoethanolamine transferase;transmembrane protein conferring colistin resistance	antibiotic efflux;antibiotic target alteration;resistance by absence	peptide antibiotic	peptide antibiotic
ARO:3004041	Klebsiella pneumoniae acrA	Kpne_acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	cephalosporin	cephalosporin
ARO:3004041	Klebsiella pneumoniae acrA	Kpne_acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics	disinfecting agents and antiseptics
ARO:3004041	Klebsiella pneumoniae acrA	Kpne_acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3004041	Klebsiella pneumoniae acrA	Kpne_acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	glycylcycline	glycylcycline
ARO:3004041	Klebsiella pneumoniae acrA	Kpne_acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	penicillin beta-lactam	penicillin antibiotic
ARO:3004041	Klebsiella pneumoniae acrA	Kpne_acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	phenicol antibiotic	phenicol antibiotic
ARO:3004041	Klebsiella pneumoniae acrA	Kpne_acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	rifamycin antibiotic	rifamycin antibiotic
ARO:3004041	Klebsiella pneumoniae acrA	Kpne_acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3003373	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	Kpne_acrR_MULT	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	cephalosporin	cephalosporin
ARO:3003373	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	Kpne_acrR_MULT	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	disinfecting agents and antiseptics	disinfecting agents and antiseptics
ARO:3003373	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	Kpne_acrR_MULT	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3003373	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	Kpne_acrR_MULT	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	glycylcycline	glycylcycline
ARO:3003373	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	Kpne_acrR_MULT	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	penicillin beta-lactam	penicillin antibiotic
ARO:3003373	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	Kpne_acrR_MULT	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	phenicol antibiotic	phenicol antibiotic
ARO:3003373	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	Kpne_acrR_MULT	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	rifamycin antibiotic	rifamycin antibiotic
ARO:3003373	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	Kpne_acrR_MULT	resistance-nodulation-cell division (RND) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	tetracycline antibiotic	tetracycline antibiotic
ARO:3004580	Klebsiella pneumoniae KpnE	Kpne_KpnE	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic	aminoglycoside antibiotic
ARO:3004580	Klebsiella pneumoniae KpnE	Kpne_KpnE	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	cephalosporin	cephalosporin
ARO:3004580	Klebsiella pneumoniae KpnE	Kpne_KpnE	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics	disinfecting agents and antiseptics
ARO:3004580	Klebsiella pneumoniae KpnE	Kpne_KpnE	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic	macrolide antibiotic
ARO:3004580	Klebsiella pneumoniae KpnE	Kpne_KpnE	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	peptide antibiotic	peptide antibiotic
ARO:3004580	Klebsiella pneumoniae KpnE	Kpne_KpnE	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	rifamycin antibiotic	rifamycin antibiotic
ARO:3004580	Klebsiella pneumoniae KpnE	Kpne_KpnE	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3004583	Klebsiella pneumoniae KpnF	Kpne_KpnF	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic	aminoglycoside antibiotic
ARO:3004583	Klebsiella pneumoniae KpnF	Kpne_KpnF	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	cephalosporin	cephalosporin
ARO:3004583	Klebsiella pneumoniae KpnF	Kpne_KpnF	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	disinfecting agents and antiseptics	disinfecting agents and antiseptics
ARO:3004583	Klebsiella pneumoniae KpnF	Kpne_KpnF	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic	macrolide antibiotic
ARO:3004583	Klebsiella pneumoniae KpnF	Kpne_KpnF	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	peptide antibiotic	peptide antibiotic
ARO:3004583	Klebsiella pneumoniae KpnF	Kpne_KpnF	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	rifamycin antibiotic	rifamycin antibiotic
ARO:3004583	Klebsiella pneumoniae KpnF	Kpne_KpnF	small multidrug resistance (SMR) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3004588	Klebsiella pneumoniae KpnG	Kpne_KpnG	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic	aminoglycoside antibiotic
ARO:3004588	Klebsiella pneumoniae KpnG	Kpne_KpnG	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	carbapenem	carbapenem
ARO:3004588	Klebsiella pneumoniae KpnG	Kpne_KpnG	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	cephalosporin	cephalosporin
ARO:3004588	Klebsiella pneumoniae KpnG	Kpne_KpnG	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3004588	Klebsiella pneumoniae KpnG	Kpne_KpnG	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic	macrolide antibiotic
ARO:3004588	Klebsiella pneumoniae KpnG	Kpne_KpnG	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	penicillin beta-lactam	penicillin antibiotic
ARO:3004588	Klebsiella pneumoniae KpnG	Kpne_KpnG	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	peptide antibiotic	peptide antibiotic
ARO:3004597	Klebsiella pneumoniae KpnH	Kpne_KpnH	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	aminoglycoside antibiotic	aminoglycoside antibiotic
ARO:3004597	Klebsiella pneumoniae KpnH	Kpne_KpnH	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	carbapenem	carbapenem
ARO:3004597	Klebsiella pneumoniae KpnH	Kpne_KpnH	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	cephalosporin	cephalosporin
ARO:3004597	Klebsiella pneumoniae KpnH	Kpne_KpnH	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3004597	Klebsiella pneumoniae KpnH	Kpne_KpnH	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	macrolide antibiotic	macrolide antibiotic
ARO:3004597	Klebsiella pneumoniae KpnH	Kpne_KpnH	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	penicillin beta-lactam	penicillin antibiotic
ARO:3004597	Klebsiella pneumoniae KpnH	Kpne_KpnH	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	peptide antibiotic	peptide antibiotic
ARO:3007420	Klebsiella pneumoniae lamB with mutations conferring resistance to ceftazidime-avibactam	Kpne_lamB_CZA	Sugar Porin (SP)	reduced permeability to antibiotic	cephalosporin	cephalosporin
ARO:3007420	Klebsiella pneumoniae lamB with mutations conferring resistance to ceftazidime-avibactam	Kpne_lamB_CZA	Sugar Porin (SP)	reduced permeability to antibiotic	fluoroquinolone antibiotic	fluoroquinolone antibiotic
ARO:3007420	Klebsiella pneumoniae lamB with mutations conferring resistance to ceftazidime-avibactam	Kpne_lamB_CZA	Sugar Porin (SP)	reduced permeability to antibiotic	tetracycline antibiotic	tetracycline antibiotic
ARO:3007203	Klebsiella pneumoniae mutant PhoQ conferring resistance to colistin	Kpne_PhoQ_CST	ATP-binding cassette (ABC) antibiotic efflux pump;pmr phosphoethanolamine transferase;transmembrane protein conferring colistin resistance	antibiotic efflux;antibiotic target alteration;resistance by absence	macrolide antibiotic	macrolide antibiotic
ARO:3007203	Klebsiella pneumoniae mutant PhoQ conferring resistance to colistin	Kpne_PhoQ_CST	ATP-binding cassette (ABC) antibiotic efflux pump;pmr phosphoethanolamine transferase;transmembrane protein conferring colistin resistance	antibiotic efflux;antibiotic target alteration;resistance by absence	peptide antibiotic	peptide antibiotic
ARO:3003966	Klebsiella pneumoniae OmpK35	Kpne_OmpK35	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic;resistance by absence	carbapenem	carbapenem
ARO:3003966	Klebsiella pneumoniae OmpK35	Kpne_OmpK35	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic;resistance by absence	cephalosporin	cephalosporin
ARO:3003966	Klebsiella pneumoniae OmpK35	Kpne_OmpK35	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic;resistance by absence	monobactam	monobactam
ARO:3003966	Klebsiella pneumoniae OmpK35	Kpne_OmpK35	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic;resistance by absence	penicillin beta-lactam	penicillin antibiotic
ARO:3003968	Klebsiella pneumoniae OmpK36	Kpne_OmpK36	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic;resistance by absence	carbapenem	carbapenem
ARO:3003968	Klebsiella pneumoniae OmpK36	Kpne_OmpK36	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic;resistance by absence	cephalosporin	cephalosporin
ARO:3003968	Klebsiella pneumoniae OmpK36	Kpne_OmpK36	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic;resistance by absence	monobactam	monobactam
ARO:3003968	Klebsiella pneumoniae OmpK36	Kpne_OmpK36	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic;resistance by absence	penicillin beta-lactam	penicillin antibiotic
ARO:3004122	Klebsiella pneumoniae OmpK37	Kpne_OmpK37	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic	carbapenem	carbapenem
ARO:3004122	Klebsiella pneumoniae OmpK37	Kpne_OmpK37	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic	cephalosporin	cephalosporin
ARO:3004122	Klebsiella pneumoniae OmpK37	Kpne_OmpK37	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic	monobactam	monobactam
ARO:3004122	Klebsiella pneumoniae OmpK37	Kpne_OmpK37	General Bacterial Porin with reduced permeability to beta-lactams	reduced permeability to antibiotic	penicillin beta-lactam	penicillin antibiotic
ARO:3007421	Klebsiella pneumoniae PBP3 mutants conferring resistance to ceftazidime-avibactam	Kpne_PBP3_BLA	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	antibiotic target alteration	carbapenem	carbapenem
ARO:3007421	Klebsiella pneumoniae PBP3 mutants conferring resistance to ceftazidime-avibactam	Kpne_PBP3_BLA	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	antibiotic target alteration	cephalosporin	cephalosporin
ARO:3007421	Klebsiella pneumoniae PBP3 mutants conferring resistance to ceftazidime-avibactam	Kpne_PBP3_BLA	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	antibiotic target alteration	monobactam	monobactam
